Position,Rikiavimas,module,Magento_Bundle
Name,Vardas,module,Magento_Bundle
Ordered,Užsakyta,module,Magento_Bundle
Canceled,Atšauktas,module,Magento_Bundle
"* Required Fields","* Privalomi laukai",module,Magento_Bundle
Availability,Prieinamumas,module,Magento_Bundle
"In stock",Sandėlyje,module,Magento_Bundle
"Out of stock","Nėra sandėlyje",module,Magento_Bundle
Summary,Santrauka,module,Magento_Bundle
Availability:,Prieinamumas:,module,Magento_Bundle
Message:,Žinutė:,module,Magento_Bundle
"Incorrect CAPTCHA","Neteisingi paveikslėlio duomenys",module,Magento_Captcha
"Incorrect CAPTCHA.","Neteisingi paveikslėlio duomenys.",module,Magento_Captcha
"Reload captcha",Atnaujinti,module,Magento_Captcha
"Please type the letters below","Įveskite raides, žemiau",module,Magento_Captcha
"In Stock",Sandėlyje,module,Magento_CatalogInventory
"Out of Stock","Nėra sandėlyje",module,Magento_CatalogInventory
"Product Name","Prekės pavadinimas",module,Magento_CatalogInventory
Qty,Kiekis,module,Magento_CatalogInventory
"Save and Continue Edit","Išsaugoti ir tęsti redagavimą",module,Magento_CatalogRule
Actions,Veiksmai,module,Magento_CatalogRule
Yes,Taip,module,Magento_CatalogRule
Description,Aprašymas,module,Magento_CatalogRule
SKU,"Prekės kodas",module,Magento_CatalogRule
Home,Pradžia,module,Magento_CatalogSearch
"Go to Home Page","Grįžti į pradinį puslapį",module,Magento_CatalogSearch
"Catalog Advanced Search","Katalogo Išplėstinė Paieška",module,Magento_CatalogSearch
Yes,Taip,module,Magento_CatalogSearch
"Search results for: '%1'","Paieškos rezultatai: ""%1""",module,Magento_CatalogSearch
"Search Settings","Paieškos nustatymai",module,Magento_CatalogSearch
Search,Ieškoti,module,Magento_CatalogSearch
"Advanced Search","Išplėstinė paieška",module,Magento_CatalogSearch
name,vardas,module,Magento_CatalogSearch
Name,Vardas,module,Magento_Catalog
SKU,"Prekės kodas",module,Magento_Catalog
Price,Kaina,module,Magento_Catalog
Position,Rikiavimas,module,Magento_Catalog
Day,Diena,module,Magento_Catalog
Month,Mėnuo,module,Magento_Catalog
Year,Metai,module,Magento_Catalog
"Add Product","Pridėti produktą",module,Magento_Catalog
label,etiketė,module,Magento_Catalog
"Save and Continue Edit","Išsaugoti ir tęsti redagavimą",module,Magento_Catalog
No,Ne,module,Magento_Catalog
Yes,Taip,module,Magento_Catalog
Back,Grįžti,module,Magento_Catalog
Delete,Ištrinti,module,Magento_Catalog
Save,Išsaugoti,module,Magento_Catalog
"First Name",Vardas,module,Magento_Catalog
"Last Name",Pavardė,module,Magento_Catalog
Edit,Redaguoti,module,Magento_Catalog
Home,Pradžia,module,Magento_Catalog
"Go to Home Page","Grįžti į pradinį puslapį",module,Magento_Catalog
N/A,N/D,module,Magento_Catalog
"You added product %1 to the comparison list.","Produktą %1 įtraukėte į palyginimo sąrašą.",module,Magento_Catalog
"You removed product %1 from the comparison list.","Jūs pašalinote produktą %1 iš palyginimo sąrašo.",module,Magento_Catalog
"%1 items","%1 įrašai(-ų)",module,Magento_Catalog
Search,Ieškoti,module,Magento_Catalog
Qty,Kiekis,module,Magento_Catalog
"In Stock",Sandėlyje,module,Magento_Catalog
"Out of Stock","Nėra sandėlyje",module,Magento_Catalog
Action,Veiksmas,module,Magento_Catalog
"Compare Products","Prekių palyginimas",module,Magento_Catalog
"Print This Page","Spausdinti šį puslapį",module,Magento_Catalog
"Remove Product","Pašalinti produktą",module,Magento_Catalog
"Add to Cart","Į krepšelį",module,Magento_Catalog
"In stock",Sandėlyje,module,Magento_Catalog
"Out of stock","Nėra sandėlyje",module,Magento_Catalog
"You have no items to compare.","Jūs nepasirinkote prekių palyginimui.",module,Magento_Catalog
Compare,Palyginti,module,Magento_Catalog
Prev,Atgal,module,Magento_Catalog
Next,Toliau,module,Magento_Catalog
"Add to Compare","Pridėti palyginimui",module,Magento_Catalog
"Items %1-%2 of %3","Prekių %1-%2 iš %3",module,Magento_Catalog
"%1 Item","%1 įrašas",module,Magento_Catalog
Show,Rodyti,module,Magento_Catalog
"per page","per puslapį",module,Magento_Catalog
"Sort By","Rūšiuoti pagal",module,Magento_Catalog
"* Required Fields","* Privalomi laukai",module,Magento_Catalog
Availability,Prieinamumas,module,Magento_Catalog
"Terms and Conditions","Taisyklės ir Sąlygos",module,Magento_CheckoutAgreements
Status,Būsena,module,Magento_CheckoutAgreements
Content,Turinys,module,Magento_CheckoutAgreements
"Checkout Conditions","Atsiskaitymo sąlygos",module,Magento_CheckoutAgreements
"Checkout Terms and Conditions","Atsiskaitymo taisyklės ir sąlygos",module,Magento_CheckoutAgreements
"Shopping Cart","Prekių krepšelis",module,Magento_Checkout
City,Miestas,module,Magento_Checkout
Country,Šalis,module,Magento_Checkout
State/Province,Rajonas/apskritis,module,Magento_Checkout
"Zip/Postal Code","Pašto kodas",module,Magento_Checkout
"My Cart (1 item)","Mano krepšelis (1 prekė)",module,Magento_Checkout
"My Cart (%1 items)","Mano krepšelis (%1 prekės)",module,Magento_Checkout
"My Cart","Mano krepšelis",module,Magento_Checkout
"You added %1 to your shopping cart.","%1 įkelta į krepšelį.",module,Magento_Checkout
"The coupon code ""%1"" is not valid.","Kupono kodas ""%1"" negalioja.",module,Magento_Checkout
"We cannot apply the coupon code.","Mes negalime pritaikyti kupono kodą.",module,Magento_Checkout
Checkout,Pirkti,module,Magento_Checkout
"Load customer quote error","Įkelto kliento klaida",module,Magento_Checkout
"Cancel Coupon","Atšaukti kuponą",module,Magento_Checkout
Item,Prekė,module,Magento_Checkout
Price,Kaina,module,Magento_Checkout
Qty,Kiekis,module,Magento_Checkout
Subtotal,"Tarpinė suma",module,Magento_Checkout
"Continue Shopping","Tęsti apsipirkimą",module,Magento_Checkout
"Clear Shopping Cart","Išvalyti krepšelį",module,Magento_Checkout
"Update Shopping Cart","Atnaujinti krepšelį",module,Magento_Checkout
"Update Cart","Atnaujinti krepšelį",module,Magento_Checkout
"What's this?","Kas tai?",module,Magento_Checkout
"Edit item parameters","Redaguoti prekės parametrus",module,Magento_Checkout
Edit,Redaguoti,module,Magento_Checkout
"Remove item",Ištrinti,module,Magento_Checkout
"You have no items in your shopping cart.","Jūs neturite prekių savo krepšelyje.",module,Magento_Checkout
"Click <a href=""%1"">here</a> to continue shopping.","Spauskite <a href=""%1"">čia</a> norėdami tęsti apsipirkimą.",module,Magento_Checkout
"Estimate Shipping and Tax","Įvertinti siuntimo išlaidas ir mokesčius",module,Magento_Checkout
"Excl. Tax","Be PVM",module,Magento_Checkout
"Order #","Užsakymo nr.",module,Magento_Checkout
"Proceed to Checkout","Pradėti pirkimą",module,Magento_Checkout
"Product Name","Prekės pavadinimas",module,Magento_Checkout
"Incl. Tax","Su PVM",module,Magento_Checkout
"Save and Continue Edit","Išsaugoti ir tęsti redagavimą",module,Magento_Cms
Status,Būsena,module,Magento_Cms
Content,Turinys,module,Magento_Cms
"Meta Keywords","Meta Raktažodžiai",module,Magento_Cms
Description,Aprašymas,module,Magento_Cms
Action,Veiksmas,module,Magento_Cms
Preview,Peržiūra,module,Magento_Cms
Home,Pradžia,module,Magento_Cms
"Go to Home Page","Grįžti į pradinį puslapį",module,Magento_Cms
"Choose an Option...","Pasirinkti parinktį...",module,Magento_ConfigurableProduct
Price,Kaina,module,Magento_ConfigurableProduct
SKU,"Prekės kodas",module,Magento_ConfigurableProduct
Cancel,Atšaukti,module,Magento_ConfigurableProduct
"* Required Fields","* Privalomi laukai",module,Magento_Contact
Name,Vardas,module,Magento_Contact
Email,"El. paštas",module,Magento_Contact
Submit,Pateikti,module,Magento_Contact
Daily,Kasdien,module,Magento_Cron
Weekly,"Kas savaitę",module,Magento_Cron
Monthly,"Kas mėnesį",module,Magento_Cron
"You have not set a default shipping address.","Nenustatė pagrindinio pristatymo adreso.",module,Magento_Customer
"You have not set a default billing address.","Nenustatė pagrindinio atsiskaitymo adreso.",module,Magento_Customer
"Address Book","Mano Adresai",module,Magento_Customer
"Edit Address","Redaguoti adresą",module,Magento_Customer
"Add New Address","Pridėti naują adresą",module,Magento_Customer
"Save and Continue Edit","Išsaugoti ir tęsti redagavimą",module,Magento_Customer
Back,Grįžti,module,Magento_Customer
SKU,"Prekės kodas",module,Magento_Customer
Price,Kaina,module,Magento_Customer
Total,"Iš viso",module,Magento_Customer
Action,Veiksmas,module,Magento_Customer
Delete,Ištrinti,module,Magento_Customer
Newsletter,Naujienlaiškis,module,Magento_Customer
Cancel,Atšaukti,module,Magento_Customer
"Order Total","Užsakymo suma",module,Magento_Customer
Qty,Kiekis,module,Magento_Customer
Yes,Taip,module,Magento_Customer
"Customer Login","Vartotojo prisijungimas",module,Magento_Customer
"Create New Customer Account","Kurti naują kliento paskyrą",module,Magento_Customer
"Thank you for registering with %1.","Ačiū, kad užsiregistravote %1.",module,Magento_Customer
"Account Information","Mano Informacija",module,Magento_Customer
"Please enter your email.","Įveskite savo el. pašto adresą.",module,Magento_Customer
"If there is an account associated with %1 you will receive an email with a link to reset your password.","Jei sąskaita bus susijusiu %1, gausite el. laišką su nuoroda iš naujo nustatyti slaptažodį.",module,Magento_Customer
"My Account","Mano paskyra",module,Magento_Customer
"Invalid login or password.","Neteisingas el. pašto adresas arba slaptažodis.",module,Magento_Customer
"Please enter the first name.","Prašome įvesti vardą.",module,Magento_Customer
"Please enter the last name.","Įveskite pavardę.",module,Magento_Customer
"Please enter the zip/postal code.","Įveskite pašto indeksą/kodą.",module,Magento_Customer
"Billing Address","Mokėtojo Adresas",module,Magento_Customer
"Shipping Address","Pristatymo Adresas",module,Magento_Customer
Edit,Redaguoti,module,Magento_Customer
"Personal Information","Asmeninė informacija",module,Magento_Customer
"Default Billing Address","Numatytasis atsiskaitymo adresas",module,Magento_Customer
"Manage Addresses","Redaguoti adresus",module,Magento_Customer
"Default Shipping Address","Pristatymo adresas",module,Magento_Customer
"Contact Information","Kontaktinė informacija",module,Magento_Customer
"Change Password","Keisti slaptažodį",module,Magento_Customer
Newsletters,Naujienlaiškis,module,Magento_Customer
"Default Addresses",Adresai,module,Magento_Customer
"Change Billing Address","Keisti atsiskaitymo adresą",module,Magento_Customer
"You have no default billing address in your address book.","Jūs neturi jokių priskirtų adresų.",module,Magento_Customer
"Change Shipping Address","Keisti pristatymo adresą",module,Magento_Customer
"Additional Address Entries","Papildomi Adresai",module,Magento_Customer
"Delete Address","Ištrinti adresą",module,Magento_Customer
"* Required Fields","* Privalomi laukai",module,Magento_Customer
Company,Įmonė,module,Magento_Customer
Fax,Faksas,module,Magento_Customer
Address,Adresas,module,Magento_Customer
"Street Address",Adresas,module,Magento_Customer
"Street Address %1","Adresas %1",module,Magento_Customer
"VAT Number","PVM mokėtojo kodas",module,Magento_Customer
City,Miestas,module,Magento_Customer
State/Province,Rajonas/apskritis,module,Magento_Customer
"Zip/Postal Code","Pašto kodas",module,Magento_Customer
Country,Šalis,module,Magento_Customer
"Use as my default billing address","Naudoti kaip pagrindinį atsiskaitymo adresą",module,Magento_Customer
"Use as my default shipping address","Naudoti kaip pagrindinį pristatymo adresą",module,Magento_Customer
"Save Address","Išsaugoti adresą",module,Magento_Customer
"Go back",Atgal,module,Magento_Customer
"Current Password","Dabartinis slaptažodis",module,Magento_Customer
"New Password","Naujas slaptažodis",module,Magento_Customer
"Confirm New Password","Patvirtinti naują slaptažodį",module,Magento_Customer
Save,Išsaugoti,module,Magento_Customer
Submit,Siųsti,module,Magento_Customer
"Registered Customers","Registruotiems klientams",module,Magento_Customer
Password,Slaptažodis,module,Magento_Customer
Login,Prisijungti,module,Magento_Customer
"Forgot Your Password?","Pamiršote slaptažodį?",module,Magento_Customer
"Subscription option",Prenumeratos,module,Magento_Customer
"General Subscription","Bendra Prenumerata",module,Magento_Customer
"Sign Up for Newsletter","Užsisakykite naujienlaiškį",module,Magento_Customer
"Confirm Password","Patvirtinkite slaptažodį",module,Magento_Customer
"New Customers","Naujiems klientams",module,Magento_Customer
Name,Vardas,module,Magento_Customer
"Tax/VAT number","PVM mokėtojo kodas",module,Magento_Customer
State/Province,Rajonas/apskritis,module,Magento_Directory
Continue,Tęsti,module,Magento_Directory
"My Downloadable Products","Mano Download'ai",module,Magento_Downloadable
Pending,Laukiama,module,Magento_Downloadable
Price,Kaina,module,Magento_Downloadable
Delete,Ištrinti,module,Magento_Downloadable
SKU,"Prekės kodas",module,Magento_Downloadable
Availability,Prieinamumas,module,Magento_Downloadable
"In stock",Sandėlyje,module,Magento_Downloadable
"Out of stock","Nėra sandėlyje",module,Magento_Downloadable
"Order #","Užsakymo nr.",module,Magento_Downloadable
Date,Data,module,Magento_Downloadable
"View Order","Peržiūrėti užsakymą",module,Magento_Downloadable
"You have not purchased any downloadable products yet.","Jūs nepirkote jokių download'ų dar.",module,Magento_Downloadable
Back,Grįžti,module,Magento_Downloadable
Message:,Žinutė:,module,Magento_Downloadable
Qty,Kiekis,module,Magento_Downloadable
Ordered,Užsakyta,module,Magento_Downloadable
Canceled,Atšauktas,module,Magento_Downloadable
Yes,Taip,module,Magento_Eav
Date,Data,module,Magento_Eav
Yes/No,Taip/Ne,module,Magento_Eav
Back,Grįžti,module,Magento_Email
Preview,Peržiūra,module,Magento_Email
Country,Šalis,module,Magento_Email
"Zip/Postal Code","Pašto kodas",module,Magento_Email
City,Miestas,module,Magento_Email
Yes,Taip,module,Magento_EncryptionKey
Message,Žinutė,module,Magento_GiftMessage
Cancel,Atšaukti,module,Magento_GiftMessage
OK,Gerai,module,Magento_GiftMessage
Availability:,Prieinamumas:,module,Magento_GroupedProduct
"Out of stock","Nėra sandėlyje",module,Magento_GroupedProduct
SKU,"Prekės kodas",module,Magento_GroupedProduct
"Product Name","Prekės pavadinimas",module,Magento_GroupedProduct
Price,Kaina,module,Magento_GroupedProduct
Qty,Kiekis,module,Magento_GroupedProduct
Name,Vardas,module,Magento_GroupedProduct
Availability,Prieinamumas,module,Magento_GroupedProduct
"In stock",Sandėlyje,module,Magento_GroupedProduct
Filter,Filtruoti,module,Magento_ImportExport
Continue,Tęsti,module,Magento_ImportExport
Processing,Vykdoma,module,Magento_Indexer
Save,Išsaugoti,module,Magento_Integration
Name,Vardas,module,Magento_Integration
Email,"El. paštas",module,Magento_Integration
Edit,Redaguoti,module,Magento_Integration
No,Ne,module,Magento_LayeredNavigation
Position,Rikiavimas,module,Magento_LayeredNavigation
Previous,Ankstesnis,module,Magento_LayeredNavigation
"Magento Marketplace","Magento prekyvietė",module,Magento_Marketplace
"Platinum Partners","Platininiai partneriai",module,Magento_Marketplace
"Featured Platinum Partners","Rekomenduojami platininiai partneriai",module,Magento_Marketplace
"Partner search","Partnerių paieška",module,Magento_Marketplace
"More Partners","Daugiau partnerių",module,Magento_Marketplace
"Visit Magento Marketplaces","Apsilankykite Magento prekyvietę",module,Magento_Marketplace
"Read More","Skaityti daugiau",module,Magento_Marketplace
"Partner Page","Partnerių puslapis",module,Magento_Marketplace
"No partners were found","Nerasta jokių partnerių",module,Magento_Marketplace
"Change Billing Address","Keisti atsiskaitymo adresą",module,Magento_Multishipping
Total,"Iš viso",module,Magento_Multishipping
"Shipping Methods","Pristatymo būdai",module,Magento_Multishipping
"Edit Address","Redaguoti adresą",module,Magento_Multishipping
"Please specify a payment method.","Pasirinkite apmokėjimo būdą.",module,Magento_Multishipping
"Place Order",Užsakyti,module,Magento_Multishipping
"Add New Address","Pridėti naują adresą",module,Magento_Multishipping
Qty,Kiekis,module,Magento_Multishipping
"Remove Item",Ištrinti,module,Magento_Multishipping
"Remove item",Ištrinti,module,Magento_Multishipping
"Enter a New Address","Įveskite naują adresą",module,Magento_Multishipping
"Billing Address","Atsiskaitymo Adresas",module,Magento_Multishipping
"Payment Method","Mokėjimo būdas",module,Magento_Multishipping
"Edit Items","Redaguoti elementus",module,Magento_Multishipping
"Product Name","Prekės pavadinimas",module,Magento_Multishipping
"Shipping To",Pristatymas,module,Magento_Multishipping
"Shipping Method","Pristatymo būdas",module,Magento_Multishipping
Price,Kaina,module,Magento_Multishipping
Subtotal,"Tarpinė suma",module,Magento_Multishipping
"Grand Total:","Iš Viso:",module,Magento_Multishipping
"Thank you for your purchase!","Dėkojame už jūsų užsakymą!",module,Magento_Multishipping
"Continue Shopping","Tęsti apsipirkimą",module,Magento_Multishipping
Back,Grįžti,module,Magento_Newsletter
Message,Žinutė,module,Magento_Newsletter
Cancel,Atšaukti,module,Magento_Newsletter
Preview,Peržiūra,module,Magento_Newsletter
Added,Pridėta,module,Magento_Newsletter
Action,Veiksmas,module,Magento_Newsletter
Newsletter,Naujienlaiškis,module,Magento_Newsletter
"Newsletter Subscription","Naujienlaiškio prenumerata",module,Magento_Newsletter
"We saved the subscription.","Išsaugota prenumerata.",module,Magento_Newsletter
"We removed the subscription.","Pašalinome prenumeratą.",module,Magento_Newsletter
"Please enter a valid email address.","Prašome įvesti galiojantį el. pašto adresą.",module,Magento_Newsletter
"Thank you for your subscription.","Sėkmingai užprenumeravote naujienlaiškį.",module,Magento_Newsletter
Cancelled,Atšauktas,module,Magento_Newsletter
"Newsletter Message Preview","Naujienlaiškio pranešimo peržiūra",module,Magento_Newsletter
"Sign Up for Our Newsletter:","Užsisakykite naujienlaiškį:",module,Magento_Newsletter
"Enter your email address","Įveskite savo el.pašto adresą",module,Magento_Newsletter
Subscribe,Prenumeruoti,module,Magento_Newsletter
Country,Šalis,module,Magento_OfflineShipping
"Zip/Postal Code","Pašto kodas",module,Magento_OfflineShipping
"Free Shipping","Nemokamas pristatymas",module,Magento_OfflineShipping
N/A,N/D,module,Magento_Payment
"Credit Card Type","Kreditinės kortelės tipas",module,Magento_Payment
"Credit Card Number","Kredito kortelės numeris",module,Magento_Payment
Discount,Nuolaida,module,Magento_Payment
Shipping,Pristatymas,module,Magento_Payment
Yes,Taip,module,Magento_Payment
"Expiration Date","Galiojimo data",module,Magento_Payment
"Card Verification Number","Kortelės patvirtinimo numeris",module,Magento_Payment
"--Please Select--","--Prašome pasirinkti--",module,Magento_Payment
Email,"El. paštas",module,Magento_Paypal
"First Name",Vardas,module,Magento_Paypal
"Last Name",Pavardė,module,Magento_Paypal
Status,Būsena,module,Magento_Paypal
N/A,N/D,module,Magento_Paypal
Back,Grįžti,module,Magento_Paypal
Cancel,Atšaukti,module,Magento_Paypal
"Order Total","Užsakymo suma",module,Magento_Paypal
Help,Pagalba,module,Magento_Paypal
Canceled,Atšauktas,module,Magento_Paypal
Yes,Taip,module,Magento_Paypal
"Order ID","Užsakymo nr.",module,Magento_Paypal
"Payment Method:","Mokėjimo būdas:",module,Magento_Paypal
"Order #","Užsakymo nr.",module,Magento_Paypal
Date,Data,module,Magento_Paypal
"Ship To",Gavėjas,module,Magento_Paypal
"View Order","Peržiūrėti užsakymą",module,Magento_Paypal
"Payment Method","Mokėjimo būdas",module,Magento_Paypal
"Shipping Method","Pristatymo būdas",module,Magento_Paypal
"Shipping Address","Pristatymo Adresas",module,Magento_Paypal
Edit,Redaguoti,module,Magento_Paypal
"Place Order",Užsakyti,module,Magento_Paypal
Price,Kaina,module,Magento_Paypal
Qty,Kiekis,module,Magento_Paypal
Subtotal,"Tarpinė suma",module,Magento_Paypal
Continue,Tęsti,module,Magento_Paypal
"Remember Me","Prisiminti mane",module,Magento_Persistent
Price:,Kaina:,module,Magento_ProductAlert
"This shipping method is not available. To use this shipping method, please contact us.","Šis pristatymo būdas neprieinamas. Jei norite pasinaudoti šiuo pristatymo būdą, prašome susisiekti su mumis.",module,Magento_Quote
"Grand Total","Iš Viso",module,Magento_Quote
"Shipping & Handling","Pristatymas ir Paruošimas",module,Magento_Quote
Shipping,Pristatymas,module,Magento_Quote
Subtotal,"Tarpinė suma",module,Magento_Quote
"Please specify a shipping method.","Pasirinkite siuntimo būdą.",module,Magento_Quote
Discount,Nuolaida,module,Magento_Quote
Tax,Mokesčiai,module,Magento_Quote
Filter,Filtruoti,module,Magento_Reports
Yes,Taip,module,Magento_Reports
SKU,"Prekės kodas",module,Magento_Reports
Total,"Iš viso",module,Magento_Reports
Price,Kaina,module,Magento_Reports
Detail,Išsamiau,module,Magento_Reports
Subtotal,"Tarpinė suma",module,Magento_Reports
Discount,Nuolaida,module,Magento_Reports
Tax,Mokesčiai,module,Magento_Reports
Shipping,Pristatymas,module,Magento_Reports
Canceled,Atšauktas,module,Magento_Reports
"First Name",Vardas,module,Magento_Reports
"Last Name",Pavardė,module,Magento_Reports
"Items in Cart","Prekės krepšelyje",module,Magento_Reports
Name,Vardas,module,Magento_Reports
Reviews,Atsiliepimai,module,Magento_Reports
Details,Išsamiau,module,Magento_Reports
"Shopping Cart","Prekių krepšelis",module,Magento_Reports
"Add to Cart","Į krepšelį",module,Magento_Reports
"In stock",Sandėlyje,module,Magento_Reports
"Out of stock","Nėra sandėlyje",module,Magento_Reports
"Add to Compare","Pridėti palyginimui",module,Magento_Reports
Status,Būsena,module,Magento_Review
Nickname,Slapyvardis,module,Magento_Review
Review,Atsiliepimas,module,Magento_Review
Previous,Ankstesnis,module,Magento_Review
Next,Toliau,module,Magento_Review
SKU,"Prekės kodas",module,Magento_Review
Action,Veiksmas,module,Magento_Review
Edit,Redaguoti,module,Magento_Review
Delete,Ištrinti,module,Magento_Review
Name,Vardas,module,Magento_Review
Price,Kaina,module,Magento_Review
Reviews,Atsiliepimai,module,Magento_Review
"My Product Reviews","Mano produktų apžvalgos",module,Magento_Review
Pending,Laukiama,module,Magento_Review
"Product Name","Prekės pavadinimas",module,Magento_Review
"You have submitted no reviews.","Jūs nepateikėte atsiliepimų.",module,Magento_Review
Back,Grįžti,module,Magento_Review
"Be the first to review this product","Būkite pirmas palikęs atsiliepimą",module,Magento_Review
"Write Your Own Review","Parašykite savo atsiliepimą",module,Magento_Review
"* Required Fields","* Privalomi laukai",module,Magento_Review
"You're reviewing:","Jūsų Atsiliepimas apie:",module,Magento_Review
Summary,Santrauka,module,Magento_Review
"Submit Review","Pridėti Atsiliepimą",module,Magento_Review
Apply,Taikyti,module,Magento_Rule
"Save and Continue Edit","Išsaugoti ir tęsti redagavimą",module,Magento_SalesRule
Actions,Veiksmai,module,Magento_SalesRule
Apply,Pritaikyti,module,Magento_SalesRule
Yes,Taip,module,Magento_SalesRule
